index,Date,Retrieval Time (ms),Type,Size (Bytes)
352,Sun Jun 18 2023 23:05:05,681.6262,string,262144
359,Tue Jun 13 2023 21:55:31,434.1962,string,262144
366,Tue Jun 13 2023 21:57:06,418.1142,string,262144
373,Tue Jun 13 2023 21:58:09,318.1132,string,262144
380,Tue Jun 13 2023 21:59:09,303.9868,string,262144
387,Tue Jun 13 2023 22:00:13,435.2584,string,262144
394,Tue Jun 13 2023 22:06:06,647.6715,string,262144
401,Tue Jun 13 2023 22:07:42,413.1033,string,262144
408,Tue Jun 13 2023 22:08:44,265.4647,string,262144
415,Tue Jun 13 2023 22:09:46,302.9238,string,262144
422,Tue Jun 13 2023 22:10:50,391.4185,string,262144
429,Sun Jun 18 2023 22:52:15,432.1067,string,262144
436,Sun Jun 18 2023 22:53:35,464.2571,string,262144
443,Sun Jun 18 2023 22:54:20,405.063,string,262144
450,Sun Jun 18 2023 22:55:01,340.6385,string,262144
457,Sun Jun 18 2023 22:55:49,293.7379,string,262144
4,Tue Jun 13 2023 20:18:22,1223.2051,string,1048576
11,Tue Jun 13 2023 20:54:28,1010.774,string,1048576
25,Tue Jun 13 2023 21:12:32,1347.4428,string,1048576
32,Tue Jun 13 2023 21:14:11,902.4433,string,1048576
39,Tue Jun 13 2023 21:15:25,1101.0731,string,1048576
46,Tue Jun 13 2023 21:16:28,835.1284,string,1048576
53,Tue Jun 13 2023 21:17:36,886.1655,string,1048576
60,Tue Jun 13 2023 21:23:30,881.3232,string,1048576
67,Tue Jun 13 2023 21:25:05,1008.4585,string,1048576
74,Tue Jun 13 2023 21:26:11,849.1641,string,1048576
81,Tue Jun 13 2023 21:27:14,1321.6403,string,1048576
88,Tue Jun 13 2023 21:28:18,825.0218,string,1048576
91,Sun Jun 18 2023 22:22:24,1184.0805,string,1048576
101,Sun Jun 18 2023 22:36:41,1238.1829,string,1048576
108,Sun Jun 18 2023 22:37:29,1709.2147,string,1048576
115,Sun Jun 18 2023 23:13:07,1143.128,string,1048576
122,Sun Jun 18 2023 23:14:16,1280.3961,string,1048576
129,Sun Jun 18 2023 23:15:00,1879.5675,string,1048576
136,Sun Jun 18 2023 23:15:44,1406.3508,string,1048576
143,Sun Jun 18 2023 23:16:30,926.2203,string,1048576
150,Tue Jun 13 2023 21:34:11,1058.6156,string,1048576
157,Tue Jun 13 2023 21:35:45,1309.91,string,1048576
164,Tue Jun 13 2023 21:36:54,888.3585,string,1048576
171,Tue Jun 13 2023 21:37:57,1035.1994,string,1048576
178,Tue Jun 13 2023 21:39:04,1247.8863,string,1048576
185,Tue Jun 13 2023 21:44:58,989.4842,string,1048576
192,Tue Jun 13 2023 21:46:28,1406.7239,string,1048576
199,Tue Jun 13 2023 21:47:32,1019.9283,string,1048576
206,Tue Jun 13 2023 21:48:33,961.6802,string,1048576
213,Tue Jun 13 2023 21:49:40,1076.735,string,1048576
220,Sun Jun 18 2023 22:43:03,1187.7431,string,1048576
227,Sun Jun 18 2023 22:44:24,1472.8154,string,1048576
234,Sun Jun 18 2023 22:45:10,1236.5236,string,1048576
241,Sun Jun 18 2023 22:45:54,1494.2704,string,1048576
248,Sun Jun 18 2023 22:46:43,1361.6748,string,1048576
255,Tue Jun 13 2023 22:16:46,1387.7591,string,1048576
262,Tue Jun 13 2023 22:18:16,1214.9004,string,1048576
269,Tue Jun 13 2023 22:19:18,982.2899,string,1048576
276,Tue Jun 13 2023 22:20:20,1025.9233,string,1048576
283,Tue Jun 13 2023 22:21:26,1464.8199,string,1048576
290,Tue Jun 13 2023 22:27:17,876.4689,string,1048576
297,Tue Jun 13 2023 22:28:49,1767.2834,string,1048576
304,Tue Jun 13 2023 22:29:54,1373.0344,string,1048576
311,Tue Jun 13 2023 22:30:54,1154.0666,string,1048576
318,Tue Jun 13 2023 22:32:00,1050.7835,string,1048576
332,Sun Jun 18 2023 23:02:49,1474.8185,string,1048576
339,Sun Jun 18 2023 23:03:36,1375.1582,string,1048576
346,Sun Jun 18 2023 23:04:19,1023.992,string,1048576
353,Sun Jun 18 2023 23:05:07,1707.975,string,1048576
360,Tue Jun 13 2023 21:55:32,898.84,string,1048576
367,Tue Jun 13 2023 21:57:07,856.0712,string,1048576
374,Tue Jun 13 2023 21:58:10,959.6511,string,1048576
381,Tue Jun 13 2023 21:59:10,966.7984,string,1048576
388,Tue Jun 13 2023 22:00:14,919.3655,string,1048576
395,Tue Jun 13 2023 22:06:07,1264.3193,string,1048576
402,Tue Jun 13 2023 22:07:43,1008.1603,string,1048576
409,Tue Jun 13 2023 22:08:45,985.3615,string,1048576
416,Tue Jun 13 2023 22:09:48,1525.3534,string,1048576
423,Tue Jun 13 2023 22:10:51,969.1781,string,1048576
430,Sun Jun 18 2023 22:52:17,1247.9317,string,1048576
437,Sun Jun 18 2023 22:53:37,1591.2728,string,1048576
444,Sun Jun 18 2023 22:54:22,1389.6201,string,1048576
451,Sun Jun 18 2023 22:55:03,1140.1799,string,1048576
458,Sun Jun 18 2023 22:55:50,1034.1723,string,1048576
5,Tue Jun 13 2023 20:18:26,3248.6665,string,4194304
12,Tue Jun 13 2023 20:54:32,4145.2184,string,4194304
26,Tue Jun 13 2023 21:12:35,3448.7233,string,4194304
33,Tue Jun 13 2023 21:14:14,2876.3696,string,4194304
40,Tue Jun 13 2023 21:15:28,3258.9504,string,4194304
47,Tue Jun 13 2023 21:16:31,2945.754,string,4194304
54,Tue Jun 13 2023 21:17:39,2700.6918,string,4194304
61,Tue Jun 13 2023 21:23:33,2917.2632,string,4194304
68,Tue Jun 13 2023 21:25:08,3203.5764,string,4194304
75,Tue Jun 13 2023 21:26:14,2759.7868,string,4194304
82,Tue Jun 13 2023 21:27:17,3220.7746,string,4194304
89,Tue Jun 13 2023 21:28:20,2677.8715,string,4194304
92,Sun Jun 18 2023 22:22:27,3279.2778,string,4194304
95,Sun Jun 18 2023 22:35:59,4092.4868,string,4194304
102,Sun Jun 18 2023 22:36:45,4100.8036,string,4194304
109,Sun Jun 18 2023 22:37:33,4244.9574,string,4194304
116,Sun Jun 18 2023 23:13:10,3563.8129,string,4194304
123,Sun Jun 18 2023 23:14:19,2850.935,string,4194304
130,Sun Jun 18 2023 23:15:04,4028.3344,string,4194304
137,Sun Jun 18 2023 23:15:47,3497.6204,string,4194304
144,Sun Jun 18 2023 23:16:34,3708.3071,string,4194304
151,Tue Jun 13 2023 21:34:13,2576.3825,string,4194304
158,Tue Jun 13 2023 21:35:49,4614.7511,string,4194304
165,Tue Jun 13 2023 21:36:57,2796.3283,string,4194304
172,Tue Jun 13 2023 21:38:00,2771.0368,string,4194304
179,Tue Jun 13 2023 21:39:07,2760.2656,string,4194304
186,Tue Jun 13 2023 21:45:01,2775.987,string,4194304
193,Tue Jun 13 2023 21:46:31,3507.5066,string,4194304
200,Tue Jun 13 2023 21:47:35,3430.889,string,4194304
207,Tue Jun 13 2023 21:48:36,2930.845,string,4194304
214,Tue Jun 13 2023 21:49:43,3172.8593,string,4194304
221,Sun Jun 18 2023 22:43:06,2919.5627,string,4194304
228,Sun Jun 18 2023 22:44:28,4049.316,string,4194304
235,Sun Jun 18 2023 22:45:14,3817.1162,string,4194304
242,Sun Jun 18 2023 22:45:58,4077.8021,string,4194304
249,Sun Jun 18 2023 22:46:46,3754.8668,string,4194304
256,Tue Jun 13 2023 22:16:50,3913.788,string,4194304
263,Tue Jun 13 2023 22:18:18,2620.7146,string,4194304
270,Tue Jun 13 2023 22:19:21,2589.6742,string,4194304
277,Tue Jun 13 2023 22:20:24,3077.0478,string,4194304
284,Tue Jun 13 2023 22:21:30,3357.0779,string,4194304
291,Tue Jun 13 2023 22:27:20,2913.8774,string,4194304
298,Tue Jun 13 2023 22:28:53,3695.2738,string,4194304
305,Tue Jun 13 2023 22:29:57,3423.6059,string,4194304
312,Tue Jun 13 2023 22:30:58,3099.6775,string,4194304
319,Tue Jun 13 2023 22:32:03,2611.3555,string,4194304
326,Sun Jun 18 2023 23:01:33,4895.9184,string,4194304
333,Sun Jun 18 2023 23:02:53,4030.2621,string,4194304
340,Sun Jun 18 2023 23:03:40,3590.0572,string,4194304
347,Sun Jun 18 2023 23:04:23,3625.3176,string,4194304
